customercategory,subcategories,productshortname,producttype,size_1,size_2,size_3,size_4,conditionresponse1,conditionresponse2,conditionresponse3,conditionresponse4,additional_1,additional_2,industrycategory,additional_4,industrycategory,brand_1,brand_2,brand_3,brand_4,other,data_erase,package_required,sponsored_pickup,sponsored_dropoff,sponsered_program,dg_itemdanger,auto_put_aside,void_pick_up,void_drop_off,void_post_back,void_kerbside,dg_surcharge,donatable,other_surcharge,description,handle_pack_instruction,weight_size_1,weight_size_2,weight_size_3,weight_size_4,volume_size_1,volume_size_2,volume_size_3,volume_size_4,length/height_1,length/height_2,length/height_3,length/height_4,width_1,width_2,width_3,width_4,depth_1,depth_2,depth_3,depth_4,is_by_catch,by_catch_owners,product-sets,enabled,sizes,weights,weightcheck,lengths,widths,depth,dimsenquiry,gooddata?,error,combo,countinitemsets,vinniessets,activgroupset,councils,ecocycleptyltd,sims,tesammaustraliaptyltd,cleanaway,toxfree,generic,"densitycheck-size1
(defaultis999)","densitycheck-size2
(defaultis999)","densitycheck-size3
(defaultis999)","densitycheck-size4
(defaultis999)",flaggeddensity,ecocycleptyltd.1,sims.1,tesammaustraliaptyltd.1,cleanaway.1,toxfree.1,checker,checker.1
Computer and Electronics,Televisions and Media Players,TV,Flat Screen,up to 32 inches,33-50 inches,51-65 inches,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"This includes all models and sizes of flat screen TVs (e.g. OLED, LED, LCD models)","Handling: Pack in cartons only, do not use bags for shipping purposes.",15.0,25.0,55.0,75.0,35.0,,,,40.0,60.0,85.0,100.0,70.0,100.0,120.0,165.0,8.0,8.0,8.0,8.0,Y,ACON,,,4,4,OK,4,4,4,OK,True,,TVFlat Screen,12,e-waste,Apple-sponsored,ewaste,0,0,0,0,0,0,669.6428571,520.8333333,674.0196078,568.1818182,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Televisions and Media Players,TV,CRT,up to 20 inches,21-30 inches,51-65 inches,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"This includes all models and sizes of the older CRT (Cathode-Ray Tube) bulky TV units, but does not include any TV entertainment units they may be housed in.",If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,20.0,45.0,55.0,75.0,35.0,,,,50.0,60.0,85.0,100.0,55.0,70.0,120.0,165.0,50.0,51.0,8.0,8.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,TVCRT,11,0,Apple-sponsored,ewaste,0,0,0,0,0,0,145.4545455,210.0840336,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Cabinetry,TV Unit,CRT,up to 20 inches,21-30 inches,51-65 inches,66-85 inches,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Standard entertainment low height cabinet made from timber, glass, metal or plastic (assembled).",If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,45.0,45.0,55.0,75.0,35.0,,,,50.0,60.0,85.0,100.0,55.0,70.0,120.0,165.0,50.0,51.0,8.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,TV Unit,3,furniture,ExtraLarge,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Cabinetry,TV Unit (dis-assembled),CRT,up to 20 inches,21-30 inches,51-65 inches,66-85 inches,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Standard entertainment low height cabinet made from timber, glass, metal or plastic (dis-assembled).",If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,50.0,45.0,55.0,75.0,35.0,,,,50.0,60.0,85.0,100.0,55.0,70.0,120.0,165.0,50.0,51.0,8.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,TV Unit (dis-assembled),set not required,0,ExtraLarge,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Materials and Packaging,Rubber,Tyre,Bicycle,< 5 kgs,6 -10 kgs,11-25 kgs,66-85 inches,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The recycling solutions available for tyres of all descriptions have prevented millions of tyres ending up in landfill around the world. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,1.0,3.0,5.0,75.0,35.0,,,,50.0,60.0,85.0,100.0,55.0,70.0,120.0,165.0,50.0,51.0,8.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,TyreBicycle,set not required,0,Small,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Materials and Packaging,Rubber,Tyre,Car,< 10 kgs,11-20 kgs,21-30 kgs,66-85 inches,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The recycling solutions available for tyres of all descriptions have prevented millions of tyres ending up in landfill around the world. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,10.0,20.0,30.0,75.0,35.0,,,,50.0,60.0,85.0,100.0,55.0,70.0,120.0,165.0,50.0,51.0,8.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,TyreCar,set not required,0,ExtraLarge,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Materials and Packaging,Rubber,Tyre,Truck,< 20 kgs,21 -50 kgs,51-100 kgs,66-85 inches,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The recycling solutions available for tyres of all descriptions have prevented millions of tyres ending up in landfill around the world. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,30.0,40.0,60.0,75.0,35.0,,,,50.0,60.0,85.0,100.0,55.0,70.0,120.0,165.0,50.0,51.0,8.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,TyreTruck,set not required,0,ExtraLarge,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Sporting Equipment,Upright bike,Truck,< 20 kgs,21 -50 kgs,51-100 kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,This item includes upright bikes of any make or model. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,75.0,40.0,60.0,75.0,35.0,,,,130.0,60.0,85.0,100.0,60.0,70.0,120.0,165.0,160.0,51.0,8.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Upright bike,10,e-waste,ExtraLarge,ewaste,0,0,0,0,0,0,60.09615385,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Sporting Equipment,Upright bike (dis-assembled),Truck,< 20 kgs,21 -50 kgs,51-100 kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,This item includes upright bikes of any make or model.,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,75.0,40.0,60.0,75.0,35.0,,,,65.0,60.0,85.0,100.0,60.0,70.0,120.0,165.0,160.0,51.0,8.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Upright bike (dis-assembled),9,0,ExtraLarge,ewaste,0,0,0,0,0,0,120.1923077,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Storage and Memory,USB device,Truck,< 20 kgs,21 -50 kgs,51-100 kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Includes all types of USB flash drive devices used for data storage of which most are removable and rewritable and are connected (typically a computer) via the USB port.,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,0.5,40.0,60.0,75.0,35.0,,,,65.0,60.0,85.0,100.0,60.0,70.0,120.0,165.0,160.0,51.0,8.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,USB device,20,e-waste,Apple-sponsored,Small ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Vacuum Cleaner,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"This item includes upright, handheld, sweeper/stick, and canister vacuum cleaners.",If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,4.0,10.0,20.0,75.0,35.0,,,,40.0,100.0,100.0,100.0,15.0,40.0,50.0,165.0,15.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Vacuum Cleaner,11,e-waste,Medium,ewaste,0,0,0,0,0,0,444.4444444,83.33333333,80.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Vacuum Cleaner (dis-assembled),Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The metals and hardened plastics in a steam/carpet cleaner need to be kept out of landfill to prevent harmful chemicals leaching into the environment.,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,4.0,10.0,20.0,75.0,35.0,,,,20.0,50.0,50.0,100.0,15.0,40.0,50.0,165.0,15.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Vacuum Cleaner (dis-assembled),10,0,Medium,ewaste,0,0,0,0,0,0,888.8888889,166.6666667,160.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Personal and Health,Miscellaneous,Vaporizer,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The electronics and materials in a vaporizer can be recycled to reduce landfill and improve environmental outcomes. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,0.2,10.0,20.0,75.0,35.0,,,,25.0,50.0,50.0,100.0,5.0,40.0,50.0,165.0,3.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Vaporizer,11,e-waste,Small,ewaste,0,0,0,0,0,0,533.3333333,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Smart Home,Video Doorbell,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Electronic equipment contains precious metals that can be recovered and used for remanufacture. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,1.0,10.0,20.0,75.0,35.0,,,,12.0,50.0,50.0,100.0,8.0,40.0,50.0,165.0,10.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Video Doorbell,14,e-waste,Small,Small ewaste,0,0,0,0,0,0,1041.666667,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Televisions and Media Players,Video Game,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The metals and hardened plastics in a video game need to be kept out of landfill to prevent harmful chemicals leaching into the environment.,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,0.5,10.0,20.0,75.0,35.0,,,,12.0,50.0,50.0,100.0,8.0,40.0,50.0,165.0,10.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,Video Game,14,e-waste,Micro,Small ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Audio and Sound,Vinyl Record,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,All sixes and types of phonograph record flat disc records ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,0.3,10.0,20.0,75.0,35.0,,,,12.0,50.0,50.0,100.0,8.0,40.0,50.0,165.0,10.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,Vinyl Record,12,e-waste,Micro,ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Audio and Sound,Voice Recorder,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,Includes all models and types of portable voice recorder units and devices,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,0.2,10.0,20.0,75.0,35.0,,,,10.0,50.0,50.0,100.0,5.0,40.0,50.0,165.0,1.5,30.0,50.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Voice Recorder,19,e-waste,Micro,Small ewaste,0,0,0,0,0,0,2666.666667,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Measuring Tools,Voltmeter,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,A voltmeter is an instrument used for measuring electric potential difference between two points in an electric circuit.  Voltmeters include Digital and Analogue styles. ,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,0.5,10.0,20.0,75.0,35.0,,,,25.0,50.0,50.0,100.0,10.0,40.0,50.0,165.0,6.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Voltmeter,11,e-waste,Micro,ewaste,0,0,0,0,0,0,333.3333333,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Gaming,VR Gear,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This includes all models of VR Gears,If the CRT is Cracked or Smashed please ensure that you place a piece of cardboard in front and tape to the TV to stop the glass from falling out,1.0,10.0,20.0,75.0,35.0,,,,25.0,50.0,50.0,100.0,10.0,40.0,50.0,165.0,6.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,VR Gear,22,e-waste,Small,ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Waffle Iron,Truck,Hand held,Stick,Standard,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes waffles irons of an type.,Please ensure that the appliance is clean and does not have any food remains,7.0,10.0,20.0,75.0,35.0,,,,40.0,50.0,50.0,100.0,30.0,40.0,50.0,165.0,30.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Waffle Iron,10,0,Small,ewaste,0,0,0,0,0,0,194.4444444,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Phones and Other Devices,Walkie Talkies,Truck,Small Box up to 5kgs,Medium Box 6 - 10kgs,Large Box 11-25kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Includes all model and types of hand-held, portable, two-way radio transceivers.",Please ensure that the appliance is clean and does not have any food remains,5.0,10.0,25.0,75.0,35.0,,,,40.0,50.0,50.0,100.0,30.0,40.0,50.0,165.0,30.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Walkie Talkies,11,e-waste,Small,ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Audio and Sound,Walkman/Discman,Truck,Small Box up to 5kgs,Medium Box 6 - 10kgs,Large Box 11-25kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Includes all models and types of portable media players,Please ensure that the appliance is clean and does not have any food remains,1.0,10.0,25.0,75.0,35.0,,,,13.0,50.0,50.0,100.0,13.0,40.0,50.0,165.0,3.0,30.0,50.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Walkman/Discman,14,e-waste,Micro,Small ewaste,0,0,0,0,0,0,1972.386588,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Cabinetry,Wardrobe,Truck,2 Door,3 Door,4 Door,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Standard storage or clothing wardrobe made from timber, glass, metal or plastic (assembled).",Please ensure that the appliance is clean and does not have any food remains,20.0,40.0,60.0,75.0,35.0,,,,13.0,50.0,50.0,100.0,13.0,40.0,50.0,165.0,3.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Wardrobe,set not required,0,ExtraLarge,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Cabinetry,Wardrobe (dis-assembled),Truck,2 Door,3 Door,4 Door,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Standard storage or clothing wardrobe made from timber, glass, metal or plastic (doors off and shelves out / dis-assembled).",Please ensure that the appliance is clean and does not have any food remains,20.0,40.0,60.0,75.0,35.0,,,,13.0,50.0,50.0,100.0,13.0,40.0,50.0,165.0,3.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Wardrobe (dis-assembled),set not required,0,ExtraLarge,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Home and Outdoors,Washing Basket,Truck,< 5 kgs,6 -10 kgs,11-20 kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This includes all shapes and sizes of Washing Baskets,Please ensure that the appliance is clean and does not have any food remains,5.0,10.0,20.0,75.0,35.0,,,,13.0,50.0,50.0,100.0,13.0,40.0,50.0,165.0,3.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Washing Basket,3,furniture,Small,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Home and Outdoors,Basket,Truck,< 5 kgs,6 -10 kgs,11-20 kgs,66-85 inches,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This includes all shapes and sizes of Baskets,Please ensure that the appliance is clean and does not have any food remains,5.0,10.0,20.0,75.0,35.0,,,,13.0,50.0,50.0,100.0,13.0,40.0,50.0,165.0,3.0,30.0,50.0,8.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Basket,3,furniture,Small,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Major Appliances,Washing Machine,Domestic models,Small 2-5kgs,Medium 5-12kgs,Large 12-20kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,"This item includes front load, top load, automatic and semi-automatic washing machines.",Please tape doors closed and ensure machine is empty of clothing and water,40.0,50.0,60.0,75.0,35.0,,,,90.0,100.0,110.0,100.0,60.0,70.0,80.0,165.0,65.0,75.0,85.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Washing MachineDomestic models,9,appliances,LOSS,ewaste,0,0,0,0,0,0,113.960114,95.23809524,80.21390374,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Major Appliances,Washing Machine,Commercial models,Small 8-12kgs,Medium 12-25kgs,Large 25-55kgs,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,"This item includes front load, top load, automatic and semi-automatic washing machines.",Please tape doors closed and ensure machine is empty of clothing and water,95.0,120.0,140.0,75.0,35.0,,,,90.0,110.0,120.0,100.0,60.0,70.0,80.0,165.0,65.0,75.0,85.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Washing MachineCommercial models,9,e-waste,ExtraLarge,ewaste,0,0,0,0,0,0,270.6552707,207.7922078,171.5686275,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Water Cooler,Commercial models,Small,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,The metals and hardened plastics in a water cooler need to be kept out of landfill to prevent harmful chemicals leaching into the environment.,Please tape doors closed and ensure machine is empty of clothing and water,5.0,15.0,30.0,75.0,35.0,,,,30.0,30.0,30.0,100.0,30.0,30.0,30.0,165.0,40.0,70.0,100.0,8.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Water Cooler,9,e-waste,Small,ewaste,0,0,0,0,0,0,138.8888889,238.0952381,333.3333333,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Water Purifier,Countertop,Small,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for a countertop water purifiers of any size.,Please ensure that the appliance is clean and does not have any food remains,7.0,15.0,30.0,75.0,35.0,,,,40.0,30.0,30.0,100.0,30.0,30.0,30.0,165.0,30.0,70.0,100.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Water PurifierCountertop,11,e-waste,Medium,ewaste,0,0,0,0,0,0,194.4444444,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Water Purifier,Under-sink,Small,Medium,Large,66-85 inches,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Select this item for a water purifier of any size that sits under the sink. ,Please ensure that the appliance is clean and does not have any food remains,5.0,15.0,30.0,75.0,35.0,,,,30.0,30.0,30.0,100.0,20.0,30.0,30.0,165.0,20.0,70.0,100.0,8.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Water PurifierUnder-sink,10,0,Medium,ewaste,0,0,0,0,0,0,416.6666667,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
