customercategory,subcategories,productshortname,producttype,size_1,size_2,size_3,size_4,conditionresponse1,conditionresponse2,conditionresponse3,conditionresponse4,additional_1,additional_2,industrycategory,additional_4,industrycategory,brand_1,brand_2,brand_3,brand_4,other,data_erase,package_required,sponsored_pickup,sponsored_dropoff,sponsered_program,dg_itemdanger,auto_put_aside,void_pick_up,void_drop_off,void_post_back,void_kerbside,dg_surcharge,donatable,other_surcharge,description,handle_pack_instruction,weight_size_1,weight_size_2,weight_size_3,weight_size_4,volume_size_1,volume_size_2,volume_size_3,volume_size_4,length/height_1,length/height_2,length/height_3,length/height_4,width_1,width_2,width_3,width_4,depth_1,depth_2,depth_3,depth_4,is_by_catch,by_catch_owners,product-sets,enabled,sizes,weights,weightcheck,lengths,widths,depth,dimsenquiry,gooddata?,error,combo,countinitemsets,vinniessets,activgroupset,councils,ecocycleptyltd,sims,tesammaustraliaptyltd,cleanaway,toxfree,generic,"densitycheck-size1
(defaultis999)","densitycheck-size2
(defaultis999)","densitycheck-size3
(defaultis999)","densitycheck-size4
(defaultis999)",flaggeddensity,ecocycleptyltd.1,sims.1,tesammaustraliaptyltd.1,cleanaway.1,toxfree.1,checker,checker.1
Computer and Electronics,Computers and Tablets,Digital Photo Frame,Gas,8 inch,12 inch,Large,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,Yes,No,No,No,No,No,Yes,,,,,35.0,yes,,This includes all models and sizes of digital photo frames,Please ensure that the appliance is clean and does not have any food remains,1.0,3.0,20.0,80.0,35.0,,,,20.0,30.0,50.0,205.0,26.0,35.0,20.0,60.0,5.0,5.0,65.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,Digital Photo Frame,11,e-waste,Small,ewaste,0,0,0,0,0,0,384.6153846,571.4285714,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Televisions and Media Players,Digital Projector,Gas,8 inch,12 inch,Large,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The metals and hardened plastics in a digital projector need to be kept out of landfill to prevent harmful chemicals leaching into the environment.,Please ensure that the appliance is clean and does not have any food remains,4.0,3.0,20.0,80.0,35.0,,,,40.0,30.0,50.0,205.0,30.0,35.0,20.0,60.0,10.0,5.0,65.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Digital Projector,18,e-waste,Small,ewaste,0,0,0,0,0,0,333.3333333,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Dining and Seating,Dining Chair,Gas,8 inch,12 inch,Large,4 doors,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes dinner chairs and outdoor dinner seats.,Please ensure that the appliance is clean and does not have any food remains,3.5,3.0,20.0,80.0,35.0,,,,80.0,30.0,50.0,205.0,47.0,35.0,20.0,60.0,56.0,5.0,65.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Dining Chair,3,furniture,Large,0,0,0,0,0,0,0,16.62234043,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Dining and Seating,Dining Chair (dis-assembled),Gas,8 inch,12 inch,Large,4 doors,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes dinner chairs and outdoor dinner seats.,Please ensure that the appliance is clean and does not have any food remains,4.0,3.0,20.0,80.0,35.0,,,,60.0,30.0,50.0,205.0,50.0,35.0,20.0,60.0,7.0,5.0,65.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Dining Chair (dis-assembled),3,furniture,Large,0,0,0,0,0,0,0,190.4761905,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Furniture,Cabinetry,Dining Table,Gas,2 person,4 person,8 person,4 doors,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Includes tables made from timber, glass, metal or plastic (assembled).",Please ensure that the appliance is clean and does not have any food remains,20.0,40.0,60.0,80.0,35.0,,,,90.0,150.0,210.0,205.0,90.0,90.0,100.0,60.0,76.0,76.0,76.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Dining Table,3,furniture,ExtraLarge,0,0,0,0,0,0,0,32.48862898,38.98635478,37.59398496,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Furniture,Cabinetry,Dining Table (dis-assembled),Gas,2 person,4 person,8 person,4 doors,As New,Used - Minor Wear and Tear,Scratched / Scuffed / Damaged,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Includes tables made from timber, glass, metal or plastic (legs removed / dis-assembled).",Please ensure that the appliance is clean and does not have any food remains,20.0,40.0,60.0,80.0,35.0,,,,92.0,152.0,212.0,205.0,92.0,92.0,105.0,60.0,7.0,7.0,7.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Dining Table (dis-assembled),3,furniture,ExtraLarge,0,0,0,0,0,0,0,337.5641372,408.6302713,385.0596843,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Dishwasher,Gas,Bench top,Free standing,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Includes all types and models of dishwashers.,Please ensure that the appliance is clean and does not have any food remains,20.0,40.0,80.0,80.0,35.0,,,,55.0,60.0,85.0,205.0,50.0,60.0,60.0,60.0,45.0,85.0,60.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Dishwasher,9,e-waste,LOSS,ewaste,0,0,0,0,0,0,161.6161616,130.7189542,261.4379085,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Computer and Electronics,Measuring Tools,Distance measure,Gas,Bench top,Free standing,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Electronic device or equipment that is a radio navigation technology that measures the slant range (distance) between an aircraft and a ground station,Please ensure that the appliance is clean and does not have any food remains,0.1,40.0,80.0,80.0,35.0,,,,10.0,60.0,85.0,205.0,10.0,60.0,60.0,60.0,3.0,85.0,60.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Distance measure,13,e-waste,Small,Small ewaste,0,0,0,0,0,0,333.3333333,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Computer and Electronics,Audio and Sound,DJ Equipment,Mixer,Small,Standard,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Includes the monitor speakers, mixer, turntables, headphones and equipment that enables devices to produce sound",Please ensure that the appliance is clean and does not have any food remains,5.0,10.0,80.0,80.0,35.0,,,,40.0,70.0,85.0,205.0,35.0,45.0,60.0,60.0,25.0,10.0,60.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,DJ EquipmentMixer,11,e-waste,Medium,ewaste,0,0,0,0,0,0,142.8571429,317.4603175,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Computer and Electronics,Audio and Sound,DJ Equipment,Player,Small,Standard,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"Includes the monitor speakers, mixer, turntables, headphones and equipment that enables devices to produce sound",Please ensure that the appliance is clean and does not have any food remains,5.0,10.0,80.0,80.0,35.0,,,,40.0,70.0,85.0,205.0,35.0,45.0,60.0,60.0,25.0,10.0,60.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,DJ EquipmentPlayer,11,e-waste,Medium,ewaste,0,0,0,0,0,0,142.8571429,317.4603175,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Small Appliances,Donut Maker,Player,Home,Commercial,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes donut makers of any kind.,Please ensure that the appliance is clean and does not have any food remains,5.0,50.0,80.0,80.0,35.0,,,,40.0,100.0,85.0,205.0,30.0,40.0,60.0,60.0,15.0,70.0,60.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,Donut Maker,10,0,Small,ewaste,0,0,0,0,0,0,277.7777778,178.5714286,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Tools,Power Tools,Drill,Electric,Home,Commercial,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Your old power tools can be recycled into raw materials and returned to the supply chain. Please ensure that any blades or sharp edges are covered before shipping. ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,2.0,50.0,80.0,80.0,35.0,,,,30.0,100.0,85.0,205.0,30.0,40.0,60.0,60.0,10.0,70.0,60.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,DrillElectric,10,0,Small,ewaste,0,0,0,0,0,0,222.2222222,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Tools,Power Tools,Drill,Battery,Home,Commercial,Commercial,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,Yes,Yes,,,,,35.0,yes,,Your old power tools can be recycled into raw materials and returned to the supply chain. Please ensure that any blades or sharp edges are covered before shipping. ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,2.0,50.0,80.0,80.0,35.0,,,,30.0,100.0,85.0,205.0,30.0,40.0,60.0,60.0,10.0,70.0,60.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,DrillBattery,10,0,Small,ewaste,0,0,0,0,0,0,222.2222222,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Major Appliances,Drinks Fridge,Battery,Bar,Single Door,Double door,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,"Typically known as glass front fridges with shelving, dedicated to storage of beverages.",Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,50.0,150.0,300.0,80.0,35.0,,,,90.0,200.0,200.0,205.0,60.0,60.0,120.0,60.0,60.0,70.0,70.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Drinks Fridge,9,appliances,LOSS,ewaste,0,0,0,0,0,0,154.3209877,178.5714286,178.5714286,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Electrical and Appliances,Heating and Cooling,Ducted Air Conditioner,Battery,Bar,Single Door,Double door,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,"This includes all models, makes and sizes of ducted air conditioners and aluminium ducts",Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,50.0,150.0,300.0,80.0,35.0,,,,120.0,200.0,200.0,205.0,120.0,60.0,120.0,60.0,120.0,70.0,70.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Ducted Air Conditioner,8,0,ExtraLarge,ewaste,0,0,0,0,0,0,28.93518519,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Leisure and Sports,Sporting Equipment,Dumbbell - metal only,Battery,up to 5 kgs,up to 10 kgs,up to 25 kgs,4 doors,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Dumbbells made of hardened plastics or metal can be recycled. Doing so reduces landfill and improves environmental outcomes. ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,120.0,200.0,200.0,205.0,120.0,60.0,120.0,60.0,120.0,70.0,70.0,12.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Dumbbell - metal only,5,outdoor,Medium,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Leisure and Sports,Sporting Equipment,Dumbbell - plastic and rubber,Battery,up to 5 kgs,up to 10 kgs,up to 25 kgs,4 doors,As New,Used - Good Working Condition,Some Wear and Tear,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Dumbbells made of hardened plastics or metal can be recycled. Doing so reduces landfill and improves environmental outcomes. ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,120.0,200.0,200.0,205.0,120.0,60.0,120.0,60.0,120.0,70.0,70.0,12.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Dumbbell - plastic and rubber,5,outdoor,Medium,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,DROP ONLY to Vinnies,
Textiles and Apparel,Manchester,Duvets,Battery,Small Box up to 5kgs,Medium Box 6 - 10kgs,Large Box 11-25kgs,4 doors,As New,Used - Minor Wear and Tear No Rips or Stains,Some Stains / Tear / Scratches ,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Linen can be particularly harmful to the environment if sent to landfill. Intelligent recycling solutions can identify recyclable materials and process them appropriately. ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,120.0,200.0,200.0,205.0,120.0,60.0,120.0,60.0,120.0,70.0,70.0,12.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Duvets,3,household,Medium,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Textiles and Apparel,Manchester,Doonas,Battery,Small Box up to 5kgs,Medium Box 6 - 10kgs,Large Box 11-25kgs,4 doors,As New,Used - Minor Wear and Tear No Rips or Stains,Some Stains / Tear / Scratches ,Damaged or Broken,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,Linen can be particularly harmful to the environment if sent to landfill. Intelligent recycling solutions can identify recyclable materials and process them appropriately. ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,120.0,200.0,200.0,205.0,120.0,60.0,120.0,60.0,120.0,70.0,70.0,12.0,Y,ACON,,,3,3,OK,0,0,0,OK,True,,Doonas,set not required,0,Medium,0,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Televisions and Media Players,DVD Player,Battery,Small,Large,Large Box 11-25kgs,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,The metals and hardened plastics in a dvd player need to be kept out of landfill to prevent harmful chemicals leaching into the environment.,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,1.0,3.0,25.0,80.0,35.0,,,,30.0,45.0,200.0,205.0,10.0,15.0,120.0,60.0,40.0,45.0,70.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,DVD Player,18,e-waste,Small,ewaste,0,0,0,0,0,0,83.33333333,98.7654321,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Computer and Electronics,Audio and Sound,Earphones,Battery,Small,Large,Large Box 11-25kgs,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,Includes all models of earphones ,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,0.1,3.0,25.0,80.0,35.0,,,,30.0,45.0,200.0,205.0,10.0,15.0,120.0,60.0,40.0,45.0,70.0,12.0,Y,ACON,,,0,1,OK,0,0,0,OK,True,,Earphones,20,e-waste,Micro,Small ewaste,0,0,0,0,0,0,999.0,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Outdoor,Edger,Electric,Small,Large,Large Box 11-25kgs,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,This item includes electric edgers of all makes and models.,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,55.0,60.0,200.0,205.0,30.0,40.0,120.0,60.0,25.0,35.0,70.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,EdgerElectric,11,e-waste,Large,ewaste,0,0,0,0,0,0,121.2121212,119.047619,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Outdoor,Edger,Petrol,Small,Large,Large Box 11-25kgs,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,This item includes  petrol edgers of all makes and models,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,55.0,60.0,200.0,205.0,30.0,40.0,120.0,60.0,25.0,35.0,70.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,EdgerPetrol,4,household,Large,0,0,0,0,0,0,0,121.2121212,119.047619,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Heating and Cooling,Electric Blankets,Petrol,Single ,Queen ,King,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"This includes all models, makes and sizes of Electric Blankets",Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,1.0,2.0,3.0,80.0,35.0,,,,30.0,30.0,30.0,205.0,30.0,30.0,30.0,60.0,5.0,8.0,10.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Electric Blankets,10,0,Small,ewaste,0,0,0,0,0,0,222.2222222,277.7777778,333.3333333,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Major Appliances,Electric Cooktop,Petrol,1 burner,2 burner,King,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,Yes,No,No,No,No,Yes,,,,,35.0,yes,,An electric range / stove with an integrated electrical heating device to cook and bake.,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,3.0,80.0,35.0,,,,30.0,30.0,30.0,205.0,40.0,60.0,30.0,60.0,10.0,10.0,10.0,12.0,Y,ACON,,,2,2,OK,2,2,2,OK,True,,Electric Cooktop,11,e-waste,Medium,ewaste,0,0,0,0,0,0,416.6666667,555.5555556,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Musical Instruments,Electric Drums,Petrol,1 burner,2 burner,King,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"All electronic devices, including instruments, can be recycled to recover metals and raw materials that can be returned to the supply chain. ",Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,60.0,10.0,3.0,80.0,35.0,,,,100.0,30.0,30.0,205.0,300.0,60.0,30.0,60.0,180.0,10.0,10.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Electric Drums,12,e-waste,Large,ewaste,0,0,0,0,0,0,11.11111111,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Musical Instruments,Electric Drums (dis-assembled),Petrol,1 burner,2 burner,King,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"All electronic devices, including instruments, can be recycled to recover metals and raw materials that can be returned to the supply chain. ",Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,60.0,10.0,3.0,80.0,35.0,,,,50.0,30.0,30.0,205.0,300.0,60.0,30.0,60.0,180.0,10.0,10.0,12.0,Y,ACON,,,0,1,OK,1,1,1,OK,True,,Electric Drums (dis-assembled),11,0,Large,ewaste,0,0,0,0,0,0,22.22222222,999.0,999.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Electrical and Appliances,Small Appliances,Electric Grill,Petrol,Small,Medium,Large,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes electric grills of any make or model.,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,10.0,30.0,80.0,80.0,35.0,,,,40.0,60.0,100.0,205.0,30.0,40.0,100.0,60.0,20.0,25.0,100.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Electric Grill,11,e-waste,Small,ewaste,0,0,0,0,0,0,416.6666667,500.0,80.0,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Musical Instruments,Electric Guitar,Petrol,Portable,Large,Metal,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,"All electronic devices, including instruments, can be recycled to recover metals and raw materials that can be returned to the supply chain. ",Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,1.5,5.0,9.0,80.0,35.0,,,,100.0,110.0,130.0,205.0,40.0,40.0,50.0,60.0,10.0,20.0,20.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Electric Guitar,11,e-waste,Medium,ewaste,0,0,0,0,0,0,37.5,56.81818182,69.23076923,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Musical Instruments,Electric Keyboard,Petrol,Small,Medium,Large,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes electric keyboards of any make or model.,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,100.0,110.0,130.0,205.0,40.0,40.0,50.0,60.0,10.0,20.0,20.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Electric Keyboard,11,e-waste,Medium,ewaste,0,0,0,0,0,0,125.0,113.6363636,192.3076923,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
Leisure and Sports,Musical Instruments,Electric Keyboard (dis-assembled),Petrol,Small,Medium,Large,4 doors,As New,Used - Good Working Condition,Some Wear and Tear or Missing Parts,Damaged or Non Functional,Already Packaged / Secure,On Site Packing Required,,,Kit,APC,Eaton,Vertiv,Dell,,No,No,No,No,No,No,Yes,,,,,35.0,yes,,This item includes electric keyboards of any make or model.,Please ensure the sharp edges are covered in old newspaper or tape before packing the tools into your box.,5.0,10.0,25.0,80.0,35.0,,,,50.0,55.0,65.0,205.0,40.0,40.0,50.0,60.0,10.0,20.0,20.0,12.0,Y,ACON,,,3,3,OK,3,3,3,OK,True,,Electric Keyboard (dis-assembled),10,0,Medium,ewaste,0,0,0,0,0,0,250.0,227.2727273,384.6153846,999.0,check weights and dims,no rate,no rate,no rate,no rate,no rate,Vinnies now accepting,
